streetAddress,zipcode,livingArea,Price,zpid,walk_score,transit_score,felony_count,misdemeanor_count,violation_count,population_per_1000,median_income,
689 E 43rd St,11203,1938,710000,30663412,76,87,7415,10214,4475,79.499,61414,
10444 91st Ave,11418,2000,710000,2096638245,84,84,2509,4743,1565,38.938,77708,
3214 Rawlins Ave,10465,2000,710000,29843095,53,67,3015,6081,2197,46.205,80245,
3221 98th St,11369,2000,710000,31962651,93,80,3675,7056,1754,31.55,66132,
648 E 31st St,11210,2000,710000,30663827,95,99,4498,7125,2208,65.854,77378,
3116 93rd St,11369,2000,710000,2139087220,85,78,3675,7056,1754,31.55,66132,
3116 93rd St,11369,2000,710000,31961704,85,78,3675,7056,1754,31.55,66132,
2513 Gillmore St,11369,2000,710000,31968364,39,65,3675,7056,1754,31.55,66132,
680 Central Ave,11207,2000,710000,30630897,81,100,14088,17544,6677,97.69,45616,
5102 Avenue K,11234,2000,710000,30762283,88,81,5551,8786,2903,94.254,86185,
8422 Little Neck Pkwy,11001,2000,710000,32100188,88,61,116,173,59,26.818,132344,
45-32 193rd,11358,2000,710000,2085500173,81,70,1681,1787,725,38.103,74854,
39-11 215pl,11361,2000,710000,2085506778,82,65,1739,2122,752,30.006,93734,
2162 Strang Ave,10466,2001,710000,29835378,73,72,6496,11266,4287,75.767,62918,
10424 196th St,11412,2016,710000,32154912,73,77,2727,3683,1414,41.782,93429,
2357 94th St,11369,2040,710000,31952365,50,69,3675,7056,1754,31.55,66132,
26 Meagan Loop,10307,2054,710000,58579367,81,61,678,1537,469,14.828,117469,
104 Ainsworth Ave,10308,2100,710000,32345583,64,65,766,1409,819,30.353,116082,
1864 Haring St,11229,2106,710000,30728980,86,83,4141,6429,1693,85.538,69076,
10153 117th St,11419,2112,710000,32124012,90,81,3567,5027,2000,50.107,84245,
3808 Paulding Ave,10469,2130,710000,112500295,74,85,4703,8301,2858,75.29,70415,
551 Manor Rd,10314,2195,710000,32280463,92,61,3723,8850,3294,93.736,94578,
2061 Story Ave,10473,2200,710000,29793674,87,84,5887,10085,3749,60.296,48212,
446 Travis Ave,10314,2200,710000,32311783,59,59,3723,8850,3294,93.736,94578,
3636 Boller Ave,10466,2200,710000,29834667,82,79,6496,11266,4287,75.767,62918,
222 Crown Ave,10312,2220,710000,32364592,55,48,1450,2839,1254,63.935,100875,
128 Dutchess Ave,10304,2262,710000,32294553,66,60,3367,6455,2878,43.849,64539,
126 Freedom Ave,10314,2270,710000,32309876,60,57,3723,8850,3294,93.736,94578,
1987 Prospect Ave,10457,2280,710000,29785078,90,96,10195,17954,5893,79.443,38066,
8912 191st St,11423,2300,710000,32144448,78,93,1969,2658,942,30.983,69386,
10571 Flatlands 3rd St,11236,2310,710000,30776826,65,83,7148,11138,4558,102.238,73562,
1725 E 48th St,11234,2317,710000,30765333,95,80,5551,8786,2903,94.254,86185,
3402 Avenue K,11210,2320,710000,30753578,86,93,4498,7125,2208,65.854,77378,
3259 Fairmount Ave,10465,2332,710000,29841170,75,59,3015,6081,2197,46.205,80245,
1558 Bogart Ave,10462,2340,710000,29813605,88,87,5578,9030,3028,78.47,59032,
547 Fox St,10455,2340,710000,29779964,88,100,7193,12297,3674,42.781,30741,
780 Logan St,11208,2395,710000,89074608,78,100,12008,15377,5263,107.724,49679,
916 Herkimer St,11233,2415,710000,30606694,89,99,9165,13371,5500,85.633,52380,
15047 114th Pl,11420,2420,710000,32178725,38,82,3699,5303,1883,51.831,89027,
107-16A 156th St,11433,2430,710000,79737070,71,100,4530,7379,1942,41.396,68801,
317 Bolton Ave,10473,2500,710000,29790936,65,62,5887,10085,3749,60.296,48212,
10241 129th St,11419,2500,710000,32124479,90,92,3567,5027,2000,50.107,84245,
21940 143rd Ave,11413,2500,710000,32202989,64,64,3201,3906,1795,45.661,104236,
2126 New York Ave,11210,2516,710000,30754397,89,83,4498,7125,2208,65.854,77378,
60 Park St,10306,2538,710000,32339041,68,64,2306,5154,2279,55.805,88687,
1215 Gilbert Pl,10474,2548,710000,29781174,92,99,2199,3651,1154,11.312,33157,
3629 Waldo Ave,10463,2600,710000,29852269,94,88,5170,11242,2836,73.256,63048,
3205 Gunther Ave,10469,2620,710000,29830250,68,82,4703,8301,2858,75.29,70415,
62 Albion Pl,10302,2640,710000,143711536,89,66,1462,3205,1151,18.144,73927,
1688 E 48th St,11234,2667,710000,30764294,94,80,5551,8786,2903,94.254,86185,
1636 Haight Ave,10461,2720,710000,29814632,90,85,4357,7747,2624,52.756,61087,
477 Commonwealth Ave,10473,2745,710000,29791055,67,61,5887,10085,3749,60.296,48212,
1776 Lacombe Ave,10473,2770,710000,29791096,77,62,5887,10085,3749,60.296,48212,
729 E 211th St,10467,2787,710000,79723125,88,97,10256,17424,5562,102.209,42639,
2562 Bronxwood Ave,10469,2840,710000,29820700,93,86,4703,8301,2858,75.29,70415,
3121 Quentin Rd,11234,2880,710000,30756767,87,80,5551,8786,2903,94.254,86185,
1405 Louis Nine Blvd,10459,2980,710000,29783290,79,100,6887,11912,4046,51.303,36631,
12403 149th Ave,11420,3000,710000,55732522,35,65,3699,5303,1883,51.831,89027,
218-44 140th Ave,11413,3000,710000,2082853913,62,66,3201,3906,1795,45.661,104236,
2357 Jackson Mill,11369,3040,710000,2077213380,50,69,3675,7056,1754,31.55,66132,
649 Eagle Ave,10455,3060,710000,29778866,91,100,7193,12297,3674,42.781,30741,
3562 Carlisle Pl,10467,3076,710000,29826596,87,95,10256,17424,5562,102.209,42639,
1317 Harrod Ave,10472,3240,710000,29797907,89,100,7129,10131,3764,66.72,36730,
1057 Teller Ave,10456,3261,710000,29777988,88,100,10380,17110,6731,90.314,31166,
2568 Poplar St,10461,3300,710000,29813898,93,86,4357,7747,2624,52.756,61087,
660 Manida St,10474,3359,710000,29781291,90,88,2199,3651,1154,11.312,33157,
3810 Barnes Ave,10467,3444,710000,121801333,85,91,10256,17424,5562,102.209,42639,
2559 Cruger Ave,10467,3540,710000,29820477,92,90,10256,17424,5562,102.209,42639,
82-84 Housman Ave,10303,3600,710000,32298685,65,57,2252,4594,1804,27.469,69879,
800 Freeman St,10459,3622,710000,79483253,84,100,6887,11912,4046,51.303,36631,
1988 Belmont Ave,10457,4460,710000,29784797,91,97,10195,17954,5893,79.443,38066,
366 E 160th St,10451,4539,710000,29777766,91,100,8683,14900,4550,50.118,33945,
2433 Mickle Ave,10469,1440,710269,29822071,78,75,4703,8301,2858,75.29,70415,
342 Edinboro Rd,10306,1029,710500,32311412,32,42,2306,5154,2279,55.805,88687,
1908 Flatbush Ave,11210,1836,710617,143030263,92,86,4498,7125,2208,65.854,77378,
1618 Taylor Ave,10460,3080,710872,29812655,78,94,7177,12364,4242,59.979,31504,
7 Wilson St,10304,1008,711000,32324423,76,73,3367,6455,2878,43.849,64539,
242-10B Oak Park Dr #98B,11362,1137,711000,2078726467,30,57,736,765,303,19.217,100528,
6001-6009 Liebig Ave,10471,1922,711000,62635972,89,69,1350,1799,564,23.387,96368,
5631 201st St,11364,2080,711000,32084517,73,67,1601,1431,645,39.015,90970,
15028 Coolidge Ave,11432,1280,711568,32070451,85,100,5991,9091,2272,64.858,66246,
150 Jewett Ave,10302,1824,711730,32296079,86,67,1462,3205,1151,18.144,73927,
77 Grant Pl,10306,1040,712000,32330398,91,72,2306,5154,2279,55.805,88687,
10714 97th Ave,11416,1200,712000,32121479,82,87,1331,2504,990,27.098,76477,
497 Tysens Ln,10306,1200,712000,32337399,87,68,2306,5154,2279,55.805,88687,
7957 265th St,11004,1240,712000,32102252,75,61,439,615,253,16.426,100174,
79-57 265 St,11004,1240,712000,2080180251,75,61,439,615,253,16.426,100174,
5823 262nd St,11362,1250,712000,143539166,64,57,736,765,303,19.217,100528,
15819 75th Rd,11366,1264,712000,32072632,92,74,609,847,288,13.922,100781,
10139 110th St,11419,1280,712000,32122350,79,83,3567,5027,2000,50.107,84245,
8559 257th St,11001,1458,712000,32104544,83,57,116,173,59,26.818,132344,
369 Oak Ave,10306,1482,712000,32334140,79,68,2306,5154,2279,55.805,88687,
8009 Margaret Pl,11385,1504,712000,32019833,77,70,6596,11146,3311,109.111,77350,
7111 Manse St,11375,1644,712000,32004386,89,90,2691,6747,1430,76.091,96321,
8815 Hollis Court Blvd,11427,1746,712000,32148181,75,75,1074,1654,643,25.89,84000,
7240 Manse St,11375,1836,712000,32004766,86,88,2691,6747,1430,76.091,96321,
144 Elm St,10310,1960,712000,32275234,67,62,1794,3431,1457,25.976,96161,
14448 Jewel Ave,11367,2002,712000,32068530,88,67,2147,3536,1346,42.362,71469,
1414 Gillespie Ave,10461,2043,712000,29842702,88,84,4357,7747,2624,52.756,61087,
19 Berglund Ave,10314,2270,712000,32310993,76,60,3723,8850,3294,93.736,94578,
101-39 110th,11419,2500,712000,2077940798,79,83,3567,5027,2000,50.107,84245,
1985 Bathgate Ave,10457,2904,712000,55541061,86,98,10195,17954,5893,79.443,38066,
1127 E 36th St,11210,1400,712134,30753682,90,88,4498,7125,2208,65.854,77378,
960 E 105th St,11236,2072,712272,30774859,79,90,7148,11138,4558,102.238,73562,
459 E 181st St,10457,2779,712400,79714241,82,99,10195,17954,5893,79.443,38066,
14 Summer St,10305,2065,712495,32322496,70,66,1958,4006,1846,44.531,76833,
304 Park St,10306,1776,712500,32339575,61,53,2306,5154,2279,55.805,88687,
271 Bement Ave,10310,1920,712500,32275287,84,61,1794,3431,1457,25.976,96161,
16 Burgher Ave,10304,2376,712673,32325974,74,65,3367,6455,2878,43.849,64539,
2568 E 22nd St,11235,1236,712775,30749227,96,82,4749,7226,1987,84.859,58669,
110 Cuba Ave,10306,1580,712775,299993832,65,63,2306,5154,2279,55.805,88687,
24 Windom Ave,10305,1664,712775,32323216,78,65,1958,4006,1846,44.531,76833,
14 Elizabeth Pl,10309,1756,712775,32367832,56,60,1115,2261,881,35.832,107500,
1411 113th St,11356,1905,712775,323054677,75,55,1554,2920,1028,27.295,73318,
10233 Dunton Ct,11414,2132,712775,79741384,48,50,1635,1891,765,30.915,86113,
1520 Burke Ave,10469,4764,712775,79713540,83,82,4703,8301,2858,75.29,70415,
14302 180th St,11434,1948,712805,32202839,67,70,7012,11046,3279,66.424,66546,
9727 116th St,11419,1708,712820,32123060,85,86,3567,5027,2000,50.107,84245,
428 Newport St,11207,2000,712855,30636195,79,100,14088,17544,6677,97.69,45616,
11554 114th Pl,11420,1500,712933,32174979,73,71,3699,5303,1883,51.831,89027,
7915 254th St,11004,1135,712948,32102036,91,62,439,615,253,16.426,100174,
16167 86th Ave,11432,1248,713000,32131911,84,100,5991,9091,2272,64.858,66246,
8615 122nd St,11418,2088,713000,32117799,91,98,2509,4743,1565,38.938,77708,
151 Bridgetown St,10314,2296,713000,32314115,53,60,3723,8850,3294,93.736,94578,
3533 Mickle Ave,10469,2076,713117,83178210,83,78,4703,8301,2858,75.29,70415,
10417 Rosita Rd,11417,1935,713190,32169479,83,81,2838,4172,1236,33.236,78498,
3192 Fairmount Ave,10465,1836,713400,29841016,78,62,3015,6081,2197,46.205,80245,
9139 71st Rd,11375,1400,713793,32020193,89,79,2691,6747,1430,76.091,96321,
2529 97th St,11369,1260,713810,31960350,84,69,3675,7056,1754,31.55,66132,
68 Bay 38th St #2B,11214,1084,714000,320255770,94,94,4219,8120,2493,95.361,58487,
17520 89th Ave,11432,1500,714000,32132977,95,100,5991,9091,2272,64.858,66246,
7015 Manse St,11375,1674,714000,32004014,85,94,2691,6747,1430,76.091,96321,
16432 77th Rd,11366,1800,714000,32075688,78,73,609,847,288,13.922,100781,
14939 Weller Ln,11422,1990,714000,32212578,39,49,1828,2479,1309,34.063,95945,
1971 Powell Ave,10472,2244,714000,29796381,88,92,7129,10131,3764,66.72,36730,
632 E 221st St,10467,2328,714000,29826467,85,95,10256,17424,5562,102.209,42639,
378 Forbell St,11208,2700,714000,30646187,71,84,12008,15377,5263,107.724,49679,
1658 Montgomery Ave,10453,3312,714000,29782470,81,100,6907,12377,4814,80.393,34860,
807 Freeman St,10459,4000,714000,29783421,84,100,6887,11912,4046,51.303,36631,
1628 Nelson Ave,10453,2478,714028,89075109,87,100,6907,12377,4814,80.393,34860,
2788 E 16th St APT 3,11235,1300,714130,62649390,96,83,4749,7226,1987,84.859,58669,
823 E 217th St,10467,3600,714280,89025077,83,91,10256,17424,5562,102.209,42639,
7425 85th Rd,11421,2880,714525,32105448,45,72,1671,3324,1085,42.704,76721,
1228 E 86th St,11236,1956,714666,30771271,42,69,7148,11138,4558,102.238,73562,
198 S 2nd St APT 2F,11211,560,715000,94718939,100,100,8129,10701,3129,65.925,89091,
53 Java St #32,11222,622,715000,112498110,94,76,3536,4938,1673,39.669,110385,
194 Meserole St APT 4A,11206,625,715000,94715757,98,100,10321,16686,5352,90.903,49013,
30-39 32nd St #2A,11102,644,715000,2077663696,99,84,2225,3453,1320,27.876,95478,
7921 67th Dr,11379,900,715000,32016755,90,63,1472,2357,803,39.805,88672,
2422 84th St,11370,968,715000,31952648,82,70,2563,3564,834,29.78,67241,
200 S 2nd St,11211,1000,715000,2136473665,99,100,8129,10701,3129,65.925,89091,
119 Bay 31 St #2,11214,1050,715000,2092971966,92,83,4219,8120,2493,95.361,58487,
6141 149th St,11367,1080,715000,32065503,70,73,2147,3536,1346,42.362,71469,
119 Bay 31st St #2A,11214,1100,715000,68312358,90,94,4219,8120,2493,95.361,58487,
1016 41st St APT 2C,11219,1184,715000,83042495,89,76,3547,5492,1379,93.119,44450,
1039 E 31st St,11210,1196,715000,30752584,86,97,4498,7125,2208,65.854,77378,
2226 74th St,11370,1200,715000,31950520,73,65,2563,3564,834,29.78,67241,
4807 59th St,11377,1200,715000,31980684,50,90,4741,7506,2685,85.255,66325,
20612 47th Ave,11361,1200,715000,32081702,74,67,1739,2122,752,30.006,93734,
150-19 77th Road,11367,1224,715000,2083596152,67,74,2147,3536,1346,42.362,71469,
15019 77th Rd,11367,1225,715000,32069696,67,74,2147,3536,1346,42.362,71469,
14954 Huron St,11417,1248,715000,32170656,62,83,2838,4172,1236,33.236,78498,
0 Beach 131st St,11694,1251,715000,300307648,77,64,1033,1978,780,22.432,88643,
2422 78th St,11370,1260,715000,31951422,79,68,2563,3564,834,29.78,67241,
20641 45th Dr,11361,1280,715000,32081384,85,67,1739,2122,752,30.006,93734,
68 Elwood Pl,10301,1290,715000,32274078,59,58,3648,7624,2999,38.736,78053,
2 Ivan Ct,11229,1296,715000,30793421,47,54,4141,6429,1693,85.538,69076,
14714 76th Rd,11367,1300,715000,32069262,64,73,2147,3536,1346,42.362,71469,
9012 Polo Pl,11374,1312,715000,32002082,85,74,1560,3710,919,47.019,79221,
10742 166th St,11433,1320,715000,32138876,83,100,4530,7379,1942,41.396,68801,
8243 167th St,11432,1360,715000,32077222,56,93,5991,9091,2272,64.858,66246,
14538 Frankton St,11422,1360,715000,83050808,69,63,1828,2479,1309,34.063,95945,
3011 86th St,11369,1368,715000,31960956,78,74,3675,7056,1754,31.55,66132,
82-35 232nd St,11427,1378,715000,32090671,74,71,1074,1654,643,25.89,84000,
1853 Lurting Ave,10461,1417,715000,29815149,90,87,4357,7747,2624,52.756,61087,
25324 85th Ave,11426,1420,715000,32100452,87,60,898,1253,577,20.959,102818,
8334 251st St,11426,1431,715000,32099855,86,63,898,1253,577,20.959,102818,
8812 Vanderveer St,11427,1440,715000,32150861,75,76,1074,1654,643,25.89,84000,
4818 54th Ave,11378,1440,715000,31985564,51,47,2285,3230,1115,39.994,85464,
123 Jerome Rd,10305,1440,715000,32327211,86,72,1958,4006,1846,44.531,76833,
15716 92nd St,11414,1440,715000,32214650,88,74,1635,1891,765,30.915,86113,
8608 Astoria Blvd,11369,1440,845000,31952737,82,72,3675,7056,1754,31.55,66132,
1542 E 22nd St,11210,1445,715000,145591735,89,89,4498,7125,2208,65.854,77378,
2525 97th St,11369,1450,715000,31960352,84,69,3675,7056,1754,31.55,66132,
24 Grace Rd,10306,1472,715000,32338010,76,65,2306,5154,2279,55.805,88687,
223 W 255th St,10471,1496,715000,29852990,79,66,1350,1799,564,23.387,96368,
704 123rd St,11356,1500,715000,32021510,75,56,1554,2920,1028,27.295,73318,
459 Tennyson Dr,10312,1500,715000,32349508,62,61,1450,2839,1254,63.935,100875,
13842 76th Ave,11367,1530,715000,32067760,87,76,2147,3536,1346,42.362,71469,
12148 235th St,11422,1607,715000,32198672,48,56,1828,2479,1309,34.063,95945,
8246 261st St,11004,1643,715000,32103517,85,61,439,615,253,16.426,100174,
53 Bache Ave,10306,1648,715000,32330773,90,72,2306,5154,2279,55.805,88687,
2441 E 72nd St,11234,1649,715000,30783327,33,58,5551,8786,2903,94.254,86185,
157 Waterbury Ave,10309,1655,715000,32367883,65,58,1115,2261,881,35.832,107500,
182 Beach 125 St #1G,11694,1660,715000,2080489106,69,76,1033,1978,780,22.432,88643,
8334 169th St,11432,1668,715000,32133644,56,100,5991,9091,2272,64.858,66246,
2438 83rd St,11370,1683,715000,31952613,82,70,2563,3564,834,29.78,67241,
8603 Union Tpke,11385,1691,715000,32018941,77,68,6596,11146,3311,109.111,77350,
13937 86th Ave,11435,1740,715000,32130626,88,100,4707,6241,1831,60.842,71346,
9070 179th Pl,11432,1752,715000,32134260,92,100,5991,9091,2272,64.858,66246,
8424 115th St,11418,1760,715000,32116492,75,90,2509,4743,1565,38.938,77708,
201 N Railroad Ave,10304,1827,715000,2078311347,74,73,3367,6455,2878,43.849,64539,
5036 65th Pl,11377,1831,715000,31982015,80,88,4741,7506,2685,85.255,66325,
1267 Hollywood Ave,10461,1840,715000,29841450,71,78,4357,7747,2624,52.756,61087,
79-21 67 Dr,11379,1840,715000,2081794856,90,63,1472,2357,803,39.805,88672,
2450 98th St,11369,1881,715000,31953127,75,68,3675,7056,1754,31.55,66132,
3222 Corlear Ave,10463,1884,715000,29851895,98,91,5170,11242,2836,73.256,63048,
708 Avenue C,11218,1892,715000,30674632,81,97,2803,4330,1390,76.37,81857,
120 Sterling Ave,10306,1896,715000,32336813,94,71,2306,5154,2279,55.805,88687,
9 Ridge Ave,10304,1911,715000,32293960,51,65,3367,6455,2878,43.849,64539,
2892 Victory Blvd,10314,1920,715000,32309084,83,59,3723,8850,3294,93.736,94578,
43 Wheeler Ave,10314,1940,715000,89076775,86,60,3723,8850,3294,93.736,94578,
9045 144th Pl,11435,1944,715000,32136422,96,100,4707,6241,1831,60.842,71346,
1549 E 23rd St,11210,1950,715000,30726706,89,88,4498,7125,2208,65.854,77378,
9537 116th St,11419,1950,715000,32123073,85,86,3567,5027,2000,50.107,84245,
34 Hope Ave,10305,1972,715000,72508996,76,65,1958,4006,1846,44.531,76833,
13923 228th St,11413,1972,715000,32205316,62,60,3201,3906,1795,45.661,104236,
4317 Grace Ave,10466,1980,715000,29838632,78,84,6496,11266,4287,75.767,62918,
70 Stobe Ave,10306,1995,715000,32328947,80,69,2306,5154,2279,55.805,88687,
80-58 236th St,11427,2000,715000,2080642274,64,69,1074,1654,643,25.89,84000,
27 Meagan Loop,10307,2000,715000,58579360,73,61,678,1537,469,14.828,117469,
739 E 42nd St,11203,2014,715000,30663337,77,90,7415,10214,4475,79.499,61414,
816 Harding Park,10473,2034,715000,29790046,16,55,5887,10085,3749,60.296,48212,
1447 E 35th St,11234,2046,715000,30755217,89,81,5551,8786,2903,94.254,86185,
9007 164th Ave,11414,2050,715000,32216390,74,54,1635,1891,765,30.915,86113,
1418 E 46th St,11234,2052,715000,30760743,87,85,5551,8786,2903,94.254,86185,
2851 E 195th St,10461,2092,715000,29816951,40,90,4357,7747,2624,52.756,61087,
644 Bard Ave,10310,2093,715000,32278321,77,59,1794,3431,1457,25.976,96161,
833 Hollywood Ave,10465,2100,715000,29844872,79,59,3015,6081,2197,46.205,80245,
695 Ashford St,11207,2100,715000,30647228,79,100,14088,17544,6677,97.69,45616,
57 Sheridan Ct,10306,2118,715000,32344473,69,65,2306,5154,2279,55.805,88687,
2563 Hering Ave,10469,2124,715000,29821196,76,80,4703,8301,2858,75.29,70415,
21 Holly Pl,10306,2128,715000,32337992,76,65,2306,5154,2279,55.805,88687,
861 E 232nd St,10466,2132,715000,29832737,86,87,6496,11266,4287,75.767,62918,
60 Linwood Ave,10305,2140,715000,58578089,77,68,1958,4006,1846,44.531,76833,
70 Alter Ave,10304,2160,715000,32326170,80,65,3367,6455,2878,43.849,64539,
3282 Country Club Rd,10465,2192,715000,29843538,50,66,3015,6081,2197,46.205,80245,
2561 Hering Ave,10469,2200,715000,29821197,76,80,4703,8301,2858,75.29,70415,
123-04 97th Ave,11419,2250,715000,2076712047,82,91,3567,5027,2000,50.107,84245,
133 Durant Ave,10306,2250,715000,32344885,48,66,2306,5154,2279,55.805,88687,
481 New Lots Ave,11207,2274,715000,245522079,86,100,14088,17544,6677,97.69,45616,
513 E 147th St,10455,2280,715000,29776704,92,100,7193,12297,3674,42.781,30741,
203 Willow Rd E,10314,2284,715000,32302300,77,62,3723,8850,3294,93.736,94578,
124 Van Cortlandt Ave W,10463,2291,715000,29787392,87,99,5170,11242,2836,73.256,63048,
33 Dewey Ave,10308,2296,715000,32341348,60,59,766,1409,819,30.353,116082,
34 Woodvale Ave,10309,2301,715000,32368590,66,55,1115,2261,881,35.832,107500,
1132 Broadway,11221,2306,715000,30602259,96,96,9291,12944,4695,89.728,66923,
855 Linden Blvd,11203,2324,715000,30652369,87,74,7415,10214,4475,79.499,61414,
2210 Tiemann Ave,10469,2325,715000,29820188,52,83,4703,8301,2858,75.29,70415,
